,,,,,,,,https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCH,Volume USD
1662768000,2022-09-10 00:00:00,BCH/USD,132.53,135.01,130.60,133.34,5892.12868111,785656.4383392074
1662681600,2022-09-09 00:00:00,BCH/USD,126.54,138.71,126.19,132.94,7898.77840978,1050063.6017961532
1662595200,2022-09-08 00:00:00,BCH/USD,118.77,129.99,115.93,126.65,6979.84513675,883997.3865693875
1662508800,2022-09-07 00:00:00,BCH/USD,111.51,119.22,110.28,118.50,4034.82456764,478126.71126534004
1662422400,2022-09-06 00:00:00,BCH/USD,125.88,127.90,112.00,112.02,8586.74923287,961887.6490660972
1662336000,2022-09-05 00:00:00,BCH/USD,118.59,126.18,117.11,125.79,5333.93283977,670955.4119146684
1662249600,2022-09-04 00:00:00,BCH/USD,117.93,118.18,116.04,117.99,1765.02766999,208255.6147821201
1662163200,2022-09-03 00:00:00,BCH/USD,116.25,119.22,116.03,117.75,2712.75009347,319426.32350609254
1662076800,2022-09-02 00:00:00,BCH/USD,116.67,120.37,114.77,116.55,2895.99652860,337528.39540833
1661990400,2022-09-01 00:00:00,BCH/USD,115.41,117.16,113.13,116.67,3852.19126237,449435.1545807079
1661904000,2022-08-31 00:00:00,BCH/USD,115.00,117.87,114.50,115.01,2391.15066018,275006.2374273018
1661817600,2022-08-30 00:00:00,BCH/USD,119.23,120.75,112.08,114.60,4150.22255981,475615.50535422604
1661731200,2022-08-29 00:00:00,BCH/USD,112.54,119.86,110.99,119.53,3930.77437609,469845.46117403766
1661644800,2022-08-28 00:00:00,BCH/USD,115.11,121.07,111.93,111.93,4376.69132519,489883.0600285167
1661558400,2022-08-27 00:00:00,BCH/USD,115.91,118.34,113.24,115.19,2620.57230399,301863.7236966081
1661472000,2022-08-26 00:00:00,BCH/USD,129.85,130.39,115.00,115.00,3749.75495505,431221.81983075
1661385600,2022-08-25 00:00:00,BCH/USD,130.35,132.42,128.81,130.66,2103.99749922,274908.3132480852
1661299200,2022-08-24 00:00:00,BCH/USD,133.82,138.70,130.47,130.47,3208.60517201,418626.7167921447
1661212800,2022-08-23 00:00:00,BCH/USD,122.60,135.71,120.14,133.27,6178.74858792,823441.8243120986
1661126400,2022-08-22 00:00:00,BCH/USD,121.59,123.20,113.61,122.76,4018.44582497,493304.4094733172
1661040000,2022-08-21 00:00:00,BCH/USD,114.68,120.62,114.31,119.26,3648.16029043,435079.5962366818
1660953600,2022-08-20 00:00:00,BCH/USD,115.31,118.26,111.40,114.71,5673.64557823,650823.8842787632
1660867200,2022-08-19 00:00:00,BCH/USD,128.43,128.94,113.37,114.55,10719.28309068,1227893.878037394
1660780800,2022-08-18 00:00:00,BCH/USD,133.84,136.28,127.82,129.21,2776.63439758,358768.9305113118
1660694400,2022-08-17 00:00:00,BCH/USD,136.36,144.52,132.53,133.87,6838.38669137,915454.826373702
1660608000,2022-08-16 00:00:00,BCH/USD,136.90,138.53,134.73,136.46,6655.71802927,908239.2822741843
1660521600,2022-08-15 00:00:00,BCH/USD,138.63,143.37,134.00,137.46,9272.51288321,1274599.6209260467
1660435200,2022-08-14 00:00:00,BCH/USD,143.76,147.00,138.31,139.78,6056.35411357,846557.1779948146
1660348800,2022-08-13 00:00:00,BCH/USD,143.20,147.10,142.72,144.00,2735.85058297,393962.48394768
1660262400,2022-08-12 00:00:00,BCH/USD,142.20,143.37,138.96,143.11,4274.94959835,611788.0370198686
1660176000,2022-08-11 00:00:00,BCH/USD,142.16,148.67,141.89,142.88,7248.49065881,1035664.3453307728
1660089600,2022-08-10 00:00:00,BCH/USD,134.25,143.53,131.66,142.03,4782.03446095,679192.3544887285
1660003200,2022-08-09 00:00:00,BCH/USD,143.48,144.35,133.48,134.63,4342.34870291,584610.4058727733
1659916800,2022-08-08 00:00:00,BCH/USD,141.17,147.77,140.39,143.52,5114.56825477,734042.8359245905
1659830400,2022-08-07 00:00:00,BCH/USD,141.08,143.78,138.19,141.01,3242.65605276,457246.9299996876
1659744000,2022-08-06 00:00:00,BCH/USD,141.92,143.50,139.29,141.58,4441.70567843,628856.6899521195
1659657600,2022-08-05 00:00:00,BCH/USD,134.52,140.79,134.47,140.79,4843.13792110,681865.387911669
1659571200,2022-08-04 00:00:00,BCH/USD,133.56,138.32,132.51,134.82,5252.12771143,708091.8580549926
1659484800,2022-08-03 00:00:00,BCH/USD,133.73,142.85,130.40,133.68,6315.15879092,844210.4271701856
1659398400,2022-08-02 00:00:00,BCH/USD,137.39,138.46,128.82,133.76,5365.78011846,717726.7486452096
1659312000,2022-08-01 00:00:00,BCH/USD,138.60,142.16,134.27,138.17,6096.89363131,842407.7930381027
1659225600,2022-07-31 00:00:00,BCH/USD,144.35,150.10,138.81,139.07,7513.30490881,1044875.3136682066
1659139200,2022-07-30 00:00:00,BCH/USD,152.43,154.39,143.29,145.13,11482.03386678,1666387.5750857815
1659052800,2022-07-29 00:00:00,BCH/USD,155.77,164.80,147.82,152.17,12054.78815494,1834377.1135372198
1658966400,2022-07-28 00:00:00,BCH/USD,127.38,159.47,127.32,154.70,24231.09521692,3748550.430057524
1658880000,2022-07-27 00:00:00,BCH/USD,118.95,127.33,116.30,127.22,8633.00217855,1098290.5371551309
1658793600,2022-07-26 00:00:00,BCH/USD,117.74,119.07,113.84,119.07,6150.12662772,732295.5775626204
1658707200,2022-07-25 00:00:00,BCH/USD,132.10,132.69,117.73,117.73,10702.33429139,1259985.8161253447
1658620800,2022-07-24 00:00:00,BCH/USD,122.73,135.00,122.73,131.99,8938.70500550,1179819.673675945
1658534400,2022-07-23 00:00:00,BCH/USD,123.18,126.85,118.42,122.52,7253.65245151,888717.4983590052
1658448000,2022-07-22 00:00:00,BCH/USD,123.02,129.15,119.96,123.41,7593.36226325,937096.8369076825
1658361600,2022-07-21 00:00:00,BCH/USD,121.73,124.26,118.06,123.17,8128.80011439,1001224.3100894163
1658275200,2022-07-20 00:00:00,BCH/USD,128.44,131.31,119.94,121.69,11900.49602861,1448171.3617215508
1658188800,2022-07-19 00:00:00,BCH/USD,120.83,129.60,115.96,128.49,11251.80832856,1445744.8521366746
1658102400,2022-07-18 00:00:00,BCH/USD,110.25,122.09,110.18,121.46,9930.10281999,1206110.2885159852
1658016000,2022-07-17 00:00:00,BCH/USD,109.80,116.25,107.87,110.87,3874.70985052,429589.0811271524
1657929600,2022-07-16 00:00:00,BCH/USD,106.13,110.56,103.85,109.57,9771.39083225,1070651.2934896324
1657843200,2022-07-15 00:00:00,BCH/USD,102.99,106.95,101.76,105.97,12285.62796881,1301907.9958547957
1657756800,2022-07-14 00:00:00,BCH/USD,102.54,103.93,99.02,102.83,11964.47035122,1230306.4862159526
1657670400,2022-07-13 00:00:00,BCH/USD,96.84,102.61,95.20,102.36,9147.31915976,936319.5891930335
1657584000,2022-07-12 00:00:00,BCH/USD,98.98,100.66,96.95,96.95,5006.76457778,485405.825815771
1657497600,2022-07-11 00:00:00,BCH/USD,106.95,107.19,98.48,98.96,7400.03040743,732307.0091192728
1657411200,2022-07-10 00:00:00,BCH/USD,111.25,111.25,105.40,107.04,5749.10398375,615384.0904206
1657324800,2022-07-09 00:00:00,BCH/USD,108.90,112.98,108.70,111.39,5753.12116632,640840.1667163848
1657238400,2022-07-08 00:00:00,BCH/USD,111.57,113.16,106.77,108.11,8906.44728276,962876.0157391836
1657152000,2022-07-07 00:00:00,BCH/USD,105.95,112.34,104.92,111.55,6134.66689991,684322.0926849605
1657065600,2022-07-06 00:00:00,BCH/USD,103.99,107.06,102.93,105.90,5331.42283255,564597.677967045
1656979200,2022-07-05 00:00:00,BCH/USD,108.53,108.53,101.77,104.13,8450.58494055,879959.4098594714
1656892800,2022-07-04 00:00:00,BCH/USD,105.70,108.19,102.51,108.03,4825.58997876,521308.4854054428
1656806400,2022-07-03 00:00:00,BCH/USD,107.16,107.60,101.82,105.69,3493.18380092,369194.5959192348
1656720000,2022-07-02 00:00:00,BCH/USD,100.51,106.90,100.50,106.35,3340.67807570,355281.113350695
1656633600,2022-07-01 00:00:00,BCH/USD,102.65,106.46,98.18,101.01,6576.59417870,664301.777990487
1656547200,2022-06-30 00:00:00,BCH/USD,104.37,104.81,97.74,102.76,5746.17289730,590476.726926548
1656460800,2022-06-29 00:00:00,BCH/USD,102.15,107.45,101.22,104.35,5244.34176182,547247.062845917
1656374400,2022-06-28 00:00:00,BCH/USD,112.09,112.64,102.02,103.05,7796.49396061,803428.7026408605
1656288000,2022-06-27 00:00:00,BCH/USD,112.58,116.89,110.14,111.01,6847.05411872,760091.4777191072
1656201600,2022-06-26 00:00:00,BCH/USD,115.25,119.10,112.47,112.91,4949.38490180,558835.049262238
1656115200,2022-06-25 00:00:00,BCH/USD,114.06,116.20,111.00,115.36,7715.50050586,890060.1383560096
1656028800,2022-06-24 00:00:00,BCH/USD,116.69,120.68,113.37,114.17,9711.98717530,1108817.5758040012
1655942400,2022-06-23 00:00:00,BCH/USD,112.00,118.21,111.92,115.99,4000.49556716,464017.4808348884
1655856000,2022-06-22 00:00:00,BCH/USD,119.25,119.25,112.48,113.19,5259.46762686,595319.1406842833
1655769600,2022-06-21 00:00:00,BCH/USD,118.72,122.59,113.77,118.97,11090.63435734,1319452.7694927398
1655683200,2022-06-20 00:00:00,BCH/USD,120.57,124.41,116.04,118.54,9919.97740224,1175914.1212615296
1655596800,2022-06-19 00:00:00,BCH/USD,115.29,123.23,111.30,120.29,7764.60398787,934004.2137008824
1655510400,2022-06-18 00:00:00,BCH/USD,121.45,125.09,108.96,115.41,14161.91023715,1634426.0604694814
1655424000,2022-06-17 00:00:00,BCH/USD,108.05,121.90,106.72,120.72,11052.90192730,1334306.3206636559
1655337600,2022-06-16 00:00:00,BCH/USD,128.02,130.49,107.41,109.18,14812.53197810,1617232.241368958
1655251200,2022-06-15 00:00:00,BCH/USD,125.98,130.98,110.21,127.52,15454.74256582,1970788.7719933665
1655164800,2022-06-14 00:00:00,BCH/USD,123.77,134.49,117.62,125.87,17128.50314517,2155964.690882548
1655078400,2022-06-13 00:00:00,BCH/USD,146.05,148.53,123.65,126.77,8791.77039140,1114532.732517778
1654992000,2022-06-12 00:00:00,BCH/USD,156.61,157.45,145.82,146.02,7152.33973174,1044384.647628675
1654905600,2022-06-11 00:00:00,BCH/USD,167.04,169.57,154.80,156.88,5496.37827801,862271.8242542088
1654819200,2022-06-10 00:00:00,BCH/USD,175.20,177.27,165.75,167.37,10102.38167225,1690835.6204844825
1654732800,2022-06-09 00:00:00,BCH/USD,176.66,180.36,172.28,175.40,7815.79372360,1370890.21911944
1654646400,2022-06-08 00:00:00,BCH/USD,182.01,182.85,174.88,176.87,6104.50009651,1079702.9320697237
1654560000,2022-06-07 00:00:00,BCH/USD,185.50,187.85,173.46,181.99,8271.57479061,1505343.896143114
1654473600,2022-06-06 00:00:00,BCH/USD,180.27,188.79,179.34,185.98,7151.04689595,1329951.701708781
1654387200,2022-06-05 00:00:00,BCH/USD,189.42,190.01,178.01,179.62,5950.17470251,1068770.3800648462
1654300800,2022-06-04 00:00:00,BCH/USD,182.53,189.23,180.00,188.30,4034.69958692,759733.932217036
1654214400,2022-06-03 00:00:00,BCH/USD,189.06,191.57,180.11,183.20,3717.01531046,680957.2048762719
1654128000,2022-06-02 00:00:00,BCH/USD,184.16,189.73,182.50,188.92,2463.27505186,465361.9227973912
1654041600,2022-06-01 00:00:00,BCH/USD,206.87,210.84,184.41,185.62,5649.35146692,1048632.6192896904
1653955200,2022-05-31 00:00:00,BCH/USD,198.40,207.00,191.77,204.63,6664.38879831,1363733.8797981753
1653868800,2022-05-30 00:00:00,BCH/USD,186.48,198.67,184.66,196.80,7512.00315680,1478362.22125824
1653782400,2022-05-29 00:00:00,BCH/USD,178.57,185.96,175.38,185.43,3957.85593948,733905.2268577764
1653696000,2022-05-28 00:00:00,BCH/USD,174.38,180.00,173.04,178.82,3270.41489320,584815.5912020239
1653609600,2022-05-27 00:00:00,BCH/USD,179.60,183.68,171.85,174.17,4373.61660291,761752.8037288347
1653523200,2022-05-26 00:00:00,BCH/USD,190.12,192.49,172.91,179.74,5548.35325917,997261.0148032157
1653436800,2022-05-25 00:00:00,BCH/USD,195.40,200.03,189.50,190.00,3764.07078808,715173.4497352
1653350400,2022-05-24 00:00:00,BCH/USD,191.24,196.65,183.27,195.43,3959.60364267,773825.3398869982
1653264000,2022-05-23 00:00:00,BCH/USD,197.50,207.58,189.26,191.53,5122.74137147,981158.654877649
1653177600,2022-05-22 00:00:00,BCH/USD,192.28,201.89,190.24,197.60,3920.22845624,774637.142953024
1653091200,2022-05-21 00:00:00,BCH/USD,188.59,195.47,187.24,192.35,3870.70618129,744530.3339711315
1653004800,2022-05-20 00:00:00,BCH/USD,196.46,200.31,186.20,190.19,6622.50649525,1259534.5103315974
1652918400,2022-05-19 00:00:00,BCH/USD,186.96,198.20,180.78,196.88,9551.70665025,1880540.0053012199
1652832000,2022-05-18 00:00:00,BCH/USD,207.03,208.77,185.93,186.78,4967.00933013,927738.0026816814
1652745600,2022-05-17 00:00:00,BCH/USD,197.31,214.60,195.00,207.12,8388.17314719,1737358.4222459928
1652659200,2022-05-16 00:00:00,BCH/USD,213.33,213.33,195.82,196.75,3771.05178183,741954.4380750525
1652572800,2022-05-15 00:00:00,BCH/USD,209.18,215.36,202.88,214.67,6137.01251249,1317432.4760562282
1652486400,2022-05-14 00:00:00,BCH/USD,200.71,236.49,186.43,208.78,13323.09634832,2781596.0556022497
1652400000,2022-05-13 00:00:00,BCH/USD,193.42,221.41,191.36,202.35,12425.33097762,2514265.723321407
1652313600,2022-05-12 00:00:00,BCH/USD,192.55,225.31,152.21,193.54,18019.87861495,3487567.307137423
1652227200,2022-05-11 00:00:00,BCH/USD,231.22,249.41,183.05,193.08,12566.94267704,2426425.2920828834
1652140800,2022-05-10 00:00:00,BCH/USD,219.49,243.98,210.82,231.82,7150.05119315,1657524.8675960328
1652054400,2022-05-09 00:00:00,BCH/USD,264.57,265.88,215.13,215.13,5731.94808123,1233113.9907150099
1651968000,2022-05-08 00:00:00,BCH/USD,268.70,269.25,260.00,261.70,2725.29838738,713210.5879773459
1651881600,2022-05-07 00:00:00,BCH/USD,275.24,277.23,263.72,268.80,1697.74566494,456354.03473587206
1651795200,2022-05-06 00:00:00,BCH/USD,276.85,277.93,265.74,275.44,2586.65709113,712468.8291808472
1651708800,2022-05-05 00:00:00,BCH/USD,300.66,302.44,272.99,277.47,2732.13603588,758085.7858756236
1651622400,2022-05-04 00:00:00,BCH/USD,278.84,300.17,278.84,300.10,4440.48019756,1332588.1072877562
1651536000,2022-05-03 00:00:00,BCH/USD,285.16,289.59,276.07,279.28,2928.32572311,817822.8079501607
1651449600,2022-05-02 00:00:00,BCH/USD,285.58,290.04,279.80,285.06,2249.51581417,641246.9779873001
1651363200,2022-05-01 00:00:00,BCH/USD,278.14,287.36,273.15,284.33,1923.31790899,546856.9810631267
1651276800,2022-04-30 00:00:00,BCH/USD,294.43,298.06,267.91,278.46,2094.32853541,583186.7239702685
1651190400,2022-04-29 00:00:00,BCH/USD,306.70,308.95,291.13,294.84,2795.89036746,824340.3159419064
1651104000,2022-04-28 00:00:00,BCH/USD,307.56,312.53,303.52,305.66,1851.26412827,565857.3934470082
1651017600,2022-04-27 00:00:00,BCH/USD,295.77,309.24,294.00,307.45,1968.39231466,605182.217142217
1650931200,2022-04-26 00:00:00,BCH/USD,314.78,321.87,291.50,296.35,4008.67381227,1187970.4842662145
1650844800,2022-04-25 00:00:00,BCH/USD,307.18,315.65,299.90,314.75,3592.33190511,1130686.4671333726
1650758400,2022-04-24 00:00:00,BCH/USD,313.36,314.75,308.06,308.33,2234.36962093,688923.1852213469
1650672000,2022-04-23 00:00:00,BCH/USD,321.26,323.88,312.09,312.41,2392.43148085,747419.5189323485
1650585600,2022-04-22 00:00:00,BCH/USD,315.62,333.91,314.69,321.67,5736.03760664,1845111.216927889
1650499200,2022-04-21 00:00:00,BCH/USD,330.56,345.75,312.75,315.78,4950.89315993,1563393.0420426955
1650412800,2022-04-20 00:00:00,BCH/USD,340.36,344.87,329.01,330.39,9934.69377129,3282323.475096503
1650326400,2022-04-19 00:00:00,BCH/USD,340.87,342.49,332.57,340.93,6319.76052229,2154595.9548643297
1650240000,2022-04-18 00:00:00,BCH/USD,327.79,340.85,313.10,340.51,4895.22612755,1666873.4486920503
1650153600,2022-04-17 00:00:00,BCH/USD,343.56,348.78,327.55,327.59,2352.83125816,770763.9918606343
1650067200,2022-04-16 00:00:00,BCH/USD,340.40,347.11,339.76,343.36,2757.22338495,946720.221456432
1649980800,2022-04-15 00:00:00,BCH/USD,337.45,344.74,333.50,340.86,4457.20872520,1519284.166071672
1649894400,2022-04-14 00:00:00,BCH/USD,341.28,352.85,332.51,337.94,13910.99343628,4701081.121856463
1649808000,2022-04-13 00:00:00,BCH/USD,305.72,349.00,301.22,341.33,10347.32977701,3531854.072786823
1649721600,2022-04-12 00:00:00,BCH/USD,295.64,307.29,293.52,304.76,3782.48465430,1152750.023244468
1649635200,2022-04-11 00:00:00,BCH/USD,319.83,321.02,290.42,294.64,5303.19053312,1562532.0586784766
1649548800,2022-04-10 00:00:00,BCH/USD,325.44,332.69,318.64,319.98,3088.37359236,988217.7820833529
1649462400,2022-04-09 00:00:00,BCH/USD,323.55,327.42,321.72,325.86,2735.72799871,891464.3256596407
1649376000,2022-04-08 00:00:00,BCH/USD,336.11,338.63,320.99,323.21,3615.91129491,1168698.689627861
1649289600,2022-04-07 00:00:00,BCH/USD,330.87,339.78,326.13,336.07,3347.74679559,1125077.2655939313
1649203200,2022-04-06 00:00:00,BCH/USD,365.00,367.76,329.58,330.01,5077.49045591,1675622.6253548588
1649116800,2022-04-05 00:00:00,BCH/USD,375.62,382.06,365.73,365.84,3741.84038864,1368914.8877800575
1649030400,2022-04-04 00:00:00,BCH/USD,377.66,379.43,362.77,375.92,3683.70603876,1384778.7740906593
1648944000,2022-04-03 00:00:00,BCH/USD,372.54,381.32,368.56,378.84,4523.23995802,1713584.2256962967
1648857600,2022-04-02 00:00:00,BCH/USD,377.13,382.99,370.00,372.25,2914.59268909,1084957.1285137525
1648771200,2022-04-01 00:00:00,BCH/USD,385.69,389.41,363.93,376.84,5380.63874057,2027639.9029963985
1648684800,2022-03-31 00:00:00,BCH/USD,379.16,391.00,363.19,384.61,7398.14769763,2845401.5859854743
1648598400,2022-03-30 00:00:00,BCH/USD,372.15,386.73,363.48,379.86,2840.44485563,1078971.382859612
1648512000,2022-03-29 00:00:00,BCH/USD,368.07,387.69,366.73,373.82,5985.17734817,2237378.9962929096
1648425600,2022-03-28 00:00:00,BCH/USD,376.69,385.88,363.50,367.51,3759.71832459,1381734.0814700709
1648339200,2022-03-27 00:00:00,BCH/USD,362.03,376.99,355.25,376.80,2786.44228219,1049931.451929192
1648252800,2022-03-26 00:00:00,BCH/USD,365.52,366.28,357.30,362.26,2936.51710889,1063782.6878664915
1648166400,2022-03-25 00:00:00,BCH/USD,366.81,374.00,353.14,364.97,4305.58033747,1571407.655766426
1648080000,2022-03-24 00:00:00,BCH/USD,364.00,367.77,351.82,366.83,4134.82893276,1516779.2974043505
1647993600,2022-03-23 00:00:00,BCH/USD,376.55,384.35,353.73,364.72,10325.58863184,3765948.6858046856
1647907200,2022-03-22 00:00:00,BCH/USD,334.94,386.81,334.50,376.49,10598.77496050,3990332.7848786456
1647820800,2022-03-21 00:00:00,BCH/USD,327.81,340.13,321.10,335.27,3031.60386250,1016405.826980375
1647734400,2022-03-20 00:00:00,BCH/USD,327.77,332.54,316.17,327.98,3070.86022444,1007180.7364118312
1647648000,2022-03-19 00:00:00,BCH/USD,307.03,328.65,306.59,327.81,2439.31211081,799630.9030446261
1647561600,2022-03-18 00:00:00,BCH/USD,295.69,306.53,291.00,306.01,3263.97683345,998809.5508040345
1647475200,2022-03-17 00:00:00,BCH/USD,300.64,300.78,294.54,296.32,2222.99421530,658717.645877696
1647388800,2022-03-16 00:00:00,BCH/USD,289.75,302.32,287.16,298.95,4550.45404388,1360358.2364179261
1647302400,2022-03-15 00:00:00,BCH/USD,289.68,292.60,281.81,289.71,4640.93100484,1344524.1214121964
1647216000,2022-03-14 00:00:00,BCH/USD,279.25,289.77,277.59,289.74,7591.82395164,2199655.071748174
1647129600,2022-03-13 00:00:00,BCH/USD,290.49,296.00,278.26,280.44,3600.38399160,1009691.686604304
1647043200,2022-03-12 00:00:00,BCH/USD,288.08,294.01,288.08,290.46,3166.35686010,919700.0135846459
1646956800,2022-03-11 00:00:00,BCH/USD,289.55,294.50,281.61,288.85,6849.47283279,1978470.2277513917
1646870400,2022-03-10 00:00:00,BCH/USD,307.54,308.89,282.86,289.28,8127.13605548,2351017.918129254
1646784000,2022-03-09 00:00:00,BCH/USD,285.06,317.90,284.70,307.34,4706.43347122,1446475.2630447545
1646697600,2022-03-08 00:00:00,BCH/USD,272.37,289.32,272.37,284.69,4454.31645702,1268099.3521490237
1646611200,2022-03-07 00:00:00,BCH/USD,281.26,291.22,270.85,274.67,6631.74472721,1821541.3242227708
1646524800,2022-03-06 00:00:00,BCH/USD,294.71,296.14,281.63,281.93,4382.87914528,1235665.1174287903
1646438400,2022-03-05 00:00:00,BCH/USD,289.95,295.38,283.82,294.31,4712.91950003,1387059.3380538293
1646352000,2022-03-04 00:00:00,BCH/USD,315.04,315.50,286.10,289.79,9901.06178993,2869228.696103815
1646265600,2022-03-03 00:00:00,BCH/USD,320.17,321.72,306.00,315.40,5909.82566421,1863959.0144918337
1646179200,2022-03-02 00:00:00,BCH/USD,328.67,331.17,318.00,320.19,12666.04017772,4055539.404504167
1646092800,2022-03-01 00:00:00,BCH/USD,339.48,343.00,321.09,328.57,5186.59729120,1704160.2719695838
1646006400,2022-02-28 00:00:00,BCH/USD,304.36,338.90,301.01,338.83,5529.16912224,1873448.3736885793
1645920000,2022-02-27 00:00:00,BCH/USD,315.28,321.35,300.00,304.58,5417.80762488,1650155.8463859502
1645833600,2022-02-26 00:00:00,BCH/USD,309.15,324.52,307.46,313.60,12214.63320017,3830508.971573312
1645747200,2022-02-25 00:00:00,BCH/USD,301.14,312.54,291.47,308.71,8419.89283118,2599305.1159135774
1645660800,2022-02-24 00:00:00,BCH/USD,288.57,309.69,259.77,300.83,10586.69062912,3184794.141958169
1645574400,2022-02-23 00:00:00,BCH/USD,293.62,305.09,287.06,288.22,4613.60314390,1329732.6981348582
1645488000,2022-02-22 00:00:00,BCH/USD,283.82,295.51,276.00,293.35,8443.43744072,2476882.373235212
1645401600,2022-02-21 00:00:00,BCH/USD,302.32,310.76,282.99,283.19,4716.15551095,1335568.0791459305
1645315200,2022-02-20 00:00:00,BCH/USD,311.21,311.84,296.67,303.77,4468.64599862,1357440.5950007972
1645228800,2022-02-19 00:00:00,BCH/USD,310.33,316.05,305.66,312.27,3912.74507968,1221832.9060316735
